,Community Area Number,Ward,Police District,Primary_Category,Zip,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Asian_Pacific_Islander,Student_Count_Hawaiian_Pacific_Islander,Overall_Rating,School_Survey_Safety,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),# of Police Notifications,% of Misconducts Resulting in a Police Notification,count_of_scores
226,31,25,12,ES,60608,216,171,41,23,189,2,0,1,0,0,Level 2+,2,26,9,13,4,21,3,11.5,1723
227,31,25,12,ES,60608,216,171,41,23,189,2,0,1,0,0,Level 2+,2,10,5,4,1,2,0,0.0,1723
228,31,25,12,ES,60608,216,171,41,23,189,2,0,1,0,0,Level 2+,2,5,4,0,1,0,0,0.0,1723
229,31,25,12,ES,60608,216,171,41,23,189,2,0,1,0,0,Level 2+,2,29,5,23,1,0,0,0.0,1723
230,5,47,19,ES,60618,884,117,83,18,159,490,112,0,0,3,Level 1+,4,336,288,48,0,22,0,0.0,356
231,5,47,19,ES,60618,884,117,83,18,159,490,112,0,0,3,Level 1+,4,326,281,42,3,37,1,0.3,356
232,5,47,19,ES,60618,884,117,83,18,159,490,112,0,0,3,Level 1+,4,48,28,20,0,16,0,0.0,356
233,5,47,19,ES,60618,884,117,83,18,159,490,112,0,0,3,Level 1+,4,33,4,24,5,18,2,6.1,356
234,5,47,19,ES,60618,884,117,83,18,159,490,112,0,0,3,Level 1+,4,16,3,12,1,11,0,0.0,356
235,5,47,19,ES,60618,884,117,83,18,159,490,112,0,0,3,Level 1+,4,49,12,31,6,22,0,0.0,356
236,5,47,19,ES,60618,884,117,83,18,159,490,112,0,0,3,Level 1+,4,21,1,15,5,9,1,4.8,356
237,5,47,19,ES,60618,884,117,83,18,159,490,112,0,0,3,Level 1+,4,72,29,42,1,0,0,0.0,356
238,5,47,19,ES,60618,884,117,83,18,159,490,112,0,0,3,Level 1+,4,70,48,20,2,3,0,0.0,356
239,23,27,13,ES,60612,183,143,33,145,25,13,0,0,0,0,Level 2,2,194,0,190,4,194,0,0.0,1723
240,23,27,13,ES,60612,183,143,33,145,25,13,0,0,0,0,Level 2,2,185,155,28,2,25,2,1.1,1723
241,23,27,13,ES,60612,183,143,33,145,25,13,0,0,0,0,Level 2,2,98,47,42,9,52,2,2.0,1723
242,23,27,13,ES,60612,183,143,33,145,25,13,0,0,0,0,Level 2,2,116,76,37,3,69,7,6.0,1723
243,23,27,13,ES,60612,183,143,33,145,25,13,0,0,0,0,Level 2,2,29,19,10,0,0,0,0.0,1723
244,23,27,13,ES,60612,183,143,33,145,25,13,0,0,0,0,Level 2,2,44,19,22,3,8,2,4.5,1723
245,23,27,13,ES,60612,183,143,33,145,25,13,0,0,0,0,Level 2,2,3,0,1,2,0,1,33.3,1723
246,23,27,13,ES,60612,183,143,33,145,25,13,0,0,0,0,Level 2,2,3,2,0,1,0,0,0.0,1723
247,23,27,13,ES,60612,183,143,33,145,25,13,0,0,0,0,Level 2,2,11,4,7,0,3,0,0.0,1723
248,75,19,22,HS,60643,1109,829,171,1056,26,11,1,1,0,2,Level 2+,1,1239,710,431,98,1089,93,7.5,289
249,75,19,22,HS,60643,1109,829,171,1056,26,11,1,1,0,2,Level 2+,1,789,177,438,174,415,118,15.0,289
250,75,19,22,HS,60643,1109,829,171,1056,26,11,1,1,0,2,Level 2+,1,997,385,472,140,475,133,13.3,289
251,75,19,22,HS,60643,1109,829,171,1056,26,11,1,1,0,2,Level 2+,1,504,150,263,91,401,27,5.4,289
252,75,19,22,HS,60643,1109,829,171,1056,26,11,1,1,0,2,Level 2+,1,582,162,321,99,249,6,1.0,289
253,75,19,22,HS,60643,1109,829,171,1056,26,11,1,1,0,2,Level 2+,1,964,354,505,105,633,20,2.1,289
254,75,19,22,HS,60643,1109,829,171,1056,26,11,1,1,0,2,Level 2+,1,1134,363,743,28,729,5,0.4,289
255,75,19,22,HS,60643,1109,829,171,1056,26,11,1,1,0,2,Level 2+,1,19,7,12,0,0,0,0.0,289
256,75,19,22,HS,60643,1109,829,171,1056,26,11,1,1,0,2,Level 2+,1,2486,1820,517,149,493,49,2.0,289
257,38,3,2,HS,60615,73,67,20,67,4,1,0,0,0,1,Level 2,3,570,229,308,33,511,8,1.4,1288
258,38,3,2,HS,60615,73,67,20,67,4,1,0,0,0,1,Level 2,3,351,151,171,29,305,2,0.6,1288
259,38,3,2,HS,60615,73,67,20,67,4,1,0,0,0,1,Level 2,3,414,21,356,37,382,27,6.5,1288
260,38,3,2,HS,60615,73,67,20,67,4,1,0,0,0,1,Level 2,3,270,38,172,60,236,20,7.4,1288
261,38,3,2,HS,60615,73,67,20,67,4,1,0,0,0,1,Level 2,3,240,49,151,40,141,28,11.7,1288
262,38,3,2,HS,60615,73,67,20,67,4,1,0,0,0,1,Level 2,3,331,89,187,55,252,13,3.9,1288
263,38,3,2,HS,60615,73,67,20,67,4,1,0,0,0,1,Level 2,3,66,15,46,5,31,3,4.5,1288
264,38,3,2,HS,60615,73,67,20,67,4,1,0,0,0,1,Level 2,3,13,2,5,6,6,0,0.0,1288
265,27,2,13,ES,60612,339,281,90,322,15,0,0,1,0,0,Level 2+,1,169,80,82,7,73,1,0.6,289
266,27,2,13,ES,60612,339,281,90,322,15,0,0,1,0,0,Level 2+,1,58,4,35,19,48,9,15.5,289
267,27,2,13,ES,60612,339,281,90,322,15,0,0,1,0,0,Level 2+,1,82,21,54,7,79,22,26.8,289
268,27,2,13,ES,60612,339,281,90,322,15,0,0,1,0,0,Level 2+,1,36,0,19,17,44,11,30.6,289
269,27,2,13,ES,60612,339,281,90,322,15,0,0,1,0,0,Level 2+,1,51,9,32,10,45,6,11.8,289
270,27,2,13,ES,60612,339,281,90,322,15,0,0,1,0,0,Level 2+,1,25,3,19,3,20,1,4.0,289
271,27,2,13,ES,60612,339,281,90,322,15,0,0,1,0,0,Level 2+,1,8,1,7,0,0,0,0.0,289
272,27,2,13,ES,60612,339,281,90,322,15,0,0,1,0,0,Level 2+,1,1,1,0,0,0,0,0.0,289
273,27,2,13,ES,60612,339,281,90,322,15,0,0,1,0,0,Level 2+,1,534,278,246,10,67,2,0.4,289
274,70,18,8,HS,60652,645,522,161,372,260,7,0,0,0,1,Level 2,1,1534,1266,225,43,1489,6,0.4,289
275,70,18,8,HS,60652,645,522,161,372,260,7,0,0,0,1,Level 2,1,600,358,155,87,531,5,0.8,289
276,70,18,8,HS,60652,645,522,161,372,260,7,0,0,0,1,Level 2,1,554,346,141,67,497,1,0.2,289
277,70,18,8,HS,60652,645,522,161,372,260,7,0,0,0,1,Level 2,1,519,358,92,69,441,2,0.4,289
278,70,18,8,HS,60652,645,522,161,372,260,7,0,0,0,1,Level 2,1,302,153,95,54,240,12,4.0,289
279,70,18,8,HS,60652,645,522,161,372,260,7,0,0,0,1,Level 2,1,410,147,152,111,198,2,0.5,289
280,70,18,8,HS,60652,645,522,161,372,260,7,0,0,0,1,Level 2,1,371,184,133,54,112,36,9.7,289
281,70,18,8,HS,60652,645,522,161,372,260,7,0,0,0,1,Level 2,1,22,17,4,1,0,0,0.0,289
282,70,18,8,HS,60652,645,522,161,372,260,7,0,0,0,1,Level 2,1,777,427,200,150,269,17,2.2,289
283,69,8,6,HS,60619,98,64,29,95,2,0,0,0,0,0,Level 2,2,1223,1024,170,29,1207,11,0.9,1723
284,69,8,6,HS,60619,98,64,29,95,2,0,0,0,0,0,Level 2,2,746,614,106,26,387,30,4.0,1723
285,69,8,6,HS,60619,98,64,29,95,2,0,0,0,0,0,Level 2,2,362,137,169,56,246,7,1.9,1723
286,69,8,6,HS,60619,98,64,29,95,2,0,0,0,0,0,Level 2,2,172,71,74,27,74,9,5.2,1723
287,69,8,6,HS,60619,98,64,29,95,2,0,0,0,0,0,Level 2,2,222,131,75,16,80,10,4.5,1723
288,69,8,6,HS,60619,98,64,29,95,2,0,0,0,0,0,Level 2,2,556,276,245,35,61,10,1.8,1723
289,69,8,6,HS,60619,98,64,29,95,2,0,0,0,0,0,Level 2,2,249,133,96,20,55,14,5.6,1723
290,69,8,6,HS,60619,98,64,29,95,2,0,0,0,0,0,Level 2,2,23,21,2,0,0,0,0.0,1723
291,69,8,6,HS,60619,98,64,29,95,2,0,0,0,0,0,Level 2,2,149,64,68,17,41,10,6.7,1723
292,50,8,5,ES,60628,172,132,27,164,7,1,0,0,0,0,Level 1,2,57,6,41,10,58,1,1.8,1723
293,50,8,5,ES,60628,172,132,27,164,7,1,0,0,0,0,Level 1,2,10,1,7,2,11,1,10.0,1723
294,50,8,5,ES,60628,172,132,27,164,7,1,0,0,0,0,Level 1,2,13,1,11,1,10,3,23.1,1723
295,50,8,5,ES,60628,172,132,27,164,7,1,0,0,0,0,Level 1,2,21,4,17,0,18,3,14.3,1723
296,50,8,5,ES,60628,172,132,27,164,7,1,0,0,0,0,Level 1,2,85,38,46,1,9,0,0.0,1723
297,50,8,5,ES,60628,172,132,27,164,7,1,0,0,0,0,Level 1,2,70,32,24,14,11,2,2.9,1723
298,50,8,5,ES,60628,172,132,27,164,7,1,0,0,0,0,Level 1,2,60,43,17,0,1,0,0.0,1723
299,22,1,14,ES,60647,374,246,104,36,254,64,6,0,0,0,Level 1+,3,22,6,16,0,22,0,0.0,1288
300,22,1,14,ES,60647,374,246,104,36,254,64,6,0,0,0,Level 1+,3,10,5,5,0,4,2,20.0,1288
301,22,1,14,ES,60647,374,246,104,36,254,64,6,0,0,0,Level 1+,3,12,2,5,5,10,3,25.0,1288
302,22,1,14,ES,60647,374,246,104,36,254,64,6,0,0,0,Level 1+,3,4,1,3,0,3,0,0.0,1288
303,22,1,14,ES,60647,374,246,104,36,254,64,6,0,0,0,Level 1+,3,9,1,6,2,8,3,33.3,1288
304,22,1,14,ES,60647,374,246,104,36,254,64,6,0,0,0,Level 1+,3,3,0,2,1,2,0,0.0,1288
305,22,1,14,ES,60647,374,246,104,36,254,64,6,0,0,0,Level 1+,3,4,3,1,0,0,0,0.0,1288
306,22,1,14,ES,60647,374,246,104,36,254,64,6,0,0,0,Level 1+,3,16,2,13,1,5,0,0.0,1288
307,6,44,19,ES,60657,295,92,51,58,81,119,18,1,0,0,Level 1,3,63,19,43,1,42,1,1.6,1288
308,6,44,19,ES,60657,295,92,51,58,81,119,18,1,0,0,Level 1,3,54,16,35,3,24,1,1.9,1288
309,6,44,19,ES,60657,295,92,51,58,81,119,18,1,0,0,Level 1,3,66,23,42,1,49,1,1.5,1288
310,6,44,19,ES,60657,295,92,51,58,81,119,18,1,0,0,Level 1,3,58,9,43,6,53,0,0.0,1288
311,6,44,19,ES,60657,295,92,51,58,81,119,18,1,0,0,Level 1,3,79,38,37,4,78,0,0.0,1288
312,6,44,19,ES,60657,295,92,51,58,81,119,18,1,0,0,Level 1,3,34,11,18,5,26,1,2.9,1288
313,6,44,19,ES,60657,295,92,51,58,81,119,18,1,0,0,Level 1,3,48,11,35,2,47,5,10.4,1288
314,6,44,19,ES,60657,295,92,51,58,81,119,18,1,0,0,Level 1,3,76,39,26,11,12,1,1.3,1288
315,39,4,2,ES,60615,292,212,75,286,4,0,1,0,0,0,Level 2+,2,469,363,92,14,132,3,0.6,1723
316,39,4,2,ES,60615,292,212,75,286,4,0,1,0,0,0,Level 2+,2,247,207,38,2,18,0,0.0,1723
317,39,4,2,ES,60615,292,212,75,286,4,0,1,0,0,0,Level 2+,2,88,36,47,5,37,3,3.4,1723
318,39,4,2,ES,60615,292,212,75,286,4,0,1,0,0,0,Level 2+,2,54,36,14,4,21,2,3.7,1723
319,39,4,2,ES,60615,292,212,75,286,4,0,1,0,0,0,Level 2+,2,60,38,13,9,12,4,6.7,1723
320,39,4,2,ES,60615,292,212,75,286,4,0,1,0,0,0,Level 2+,2,25,6,15,4,6,2,8.0,1723
321,39,4,2,ES,60615,292,212,75,286,4,0,1,0,0,0,Level 2+,2,14,0,14,0,0,1,7.1,1723
322,39,4,2,ES,60615,292,212,75,286,4,0,1,0,0,0,Level 2+,2,2,2,0,0,0,0,0.0,1723
323,39,4,2,ES,60615,292,212,75,286,4,0,1,0,0,0,Level 2+,2,36,8,27,1,5,2,5.6,1723
324,66,15,8,ES,60629,468,418,61,87,380,0,0,0,0,0,Level 2+,2,67,1,60,6,64,2,3.0,1723
325,66,15,8,ES,60629,468,418,61,87,380,0,0,0,0,0,Level 2+,2,157,47,90,20,64,15,9.6,1723
326,66,15,8,ES,60629,468,418,61,87,380,0,0,0,0,0,Level 2+,2,534,394,117,23,180,7,1.3,1723
327,66,15,8,ES,60629,468,418,61,87,380,0,0,0,0,0,Level 2+,2,739,537,188,14,265,5,0.7,1723
328,66,15,8,ES,60629,468,418,61,87,380,0,0,0,0,0,Level 2+,2,397,288,102,7,148,2,0.5,1723
329,66,15,8,ES,60629,468,418,61,87,380,0,0,0,0,0,Level 2+,2,503,384,94,25,172,4,0.8,1723
330,66,15,8,ES,60629,468,418,61,87,380,0,0,0,0,0,Level 2+,2,442,377,54,11,45,0,0.0,1723
331,66,15,8,ES,60629,468,418,61,87,380,0,0,0,0,0,Level 2+,2,4,3,1,0,0,0,0.0,1723
332,66,15,8,ES,60629,468,418,61,87,380,0,0,0,0,0,Level 2+,2,407,175,167,65,77,1,0.2,1723
333,24,1,13,ES,60622,267,223,68,83,161,19,0,1,0,0,Level 2+,2,210,185,22,3,20,6,2.9,1723
334,24,1,13,ES,60622,267,223,68,83,161,19,0,1,0,0,Level 2+,2,519,408,110,1,42,5,1.0,1723
335,24,1,13,ES,60622,267,223,68,83,161,19,0,1,0,0,Level 2+,2,292,230,60,2,34,4,1.4,1723
336,24,1,13,ES,60622,267,223,68,83,161,19,0,1,0,0,Level 2+,2,237,214,22,1,24,3,1.3,1723
337,24,1,13,ES,60622,267,223,68,83,161,19,0,1,0,0,Level 2+,2,84,51,25,8,38,4,4.8,1723
338,24,1,13,ES,60622,267,223,68,83,161,19,0,1,0,0,Level 2+,2,37,17,15,5,21,2,5.4,1723
339,24,1,13,ES,60622,267,223,68,83,161,19,0,1,0,0,Level 2+,2,4,2,2,0,0,0,0.0,1723
340,46,10,4,ES,60617,301,228,29,263,38,0,0,0,0,0,Level 2,2,109,39,64,6,98,6,5.5,1723
341,46,10,4,ES,60617,301,228,29,263,38,0,0,0,0,0,Level 2,2,314,271,42,1,53,0,0.0,1723
342,46,10,4,ES,60617,301,228,29,263,38,0,0,0,0,0,Level 2,2,162,76,76,10,63,5,3.1,1723
343,46,10,4,ES,60617,301,228,29,263,38,0,0,0,0,0,Level 2,2,322,114,192,16,151,6,1.9,1723
344,46,10,4,ES,60617,301,228,29,263,38,0,0,0,0,0,Level 2,2,52,34,14,4,31,5,9.6,1723
345,46,10,4,ES,60617,301,228,29,263,38,0,0,0,0,0,Level 2,2,129,51,67,11,74,2,1.6,1723
346,46,10,4,ES,60617,301,228,29,263,38,0,0,0,0,0,Level 2,2,77,21,39,17,40,6,7.8,1723
347,46,10,4,ES,60617,301,228,29,263,38,0,0,0,0,0,Level 2,2,26,4,22,0,15,3,11.5,1723
348,60,11,9,ES,60609,295,233,64,111,99,54,15,0,0,4,Level 1,3,49,22,15,12,32,2,4.1,1288
349,60,11,9,ES,60609,295,233,64,111,99,54,15,0,0,4,Level 1,3,53,7,42,4,17,1,1.9,1288
350,60,11,9,ES,60609,295,233,64,111,99,54,15,0,0,4,Level 1,3,18,11,5,2,5,0,0.0,1288
351,60,11,9,ES,60609,295,233,64,111,99,54,15,0,0,4,Level 1,3,15,13,0,2,0,0,0.0,1288
352,60,11,9,ES,60609,295,233,64,111,99,54,15,0,0,4,Level 1,3,66,40,23,3,5,1,1.5,1288
353,60,11,9,ES,60609,295,233,64,111,99,54,15,0,0,4,Level 1,3,118,93,14,11,9,0,0.0,1288
354,60,11,9,ES,60609,295,233,64,111,99,54,15,0,0,4,Level 1,3,33,0,32,1,10,9,27.3,1288
355,60,11,9,ES,60609,295,233,64,111,99,54,15,0,0,4,Level 1,3,61,21,33,7,1,1,1.6,1288
356,60,11,9,ES,60609,295,233,64,111,99,54,15,0,0,4,Level 1,3,33,13,16,4,6,3,9.1,1288
357,10,41,16,ES,60656,592,114,63,10,165,355,43,2,0,1,Level 1+,4,48,40,8,0,9,0,0.0,356
358,10,41,16,ES,60656,592,114,63,10,165,355,43,2,0,1,Level 1+,4,25,20,5,0,6,0,0.0,356
359,10,41,16,ES,60656,592,114,63,10,165,355,43,2,0,1,Level 1+,4,22,17,4,1,8,0,0.0,356
360,10,41,16,ES,60656,592,114,63,10,165,355,43,2,0,1,Level 1+,4,50,35,15,0,2,0,0.0,356
361,10,41,16,ES,60656,592,114,63,10,165,355,43,2,0,1,Level 1+,4,42,37,5,0,11,1,2.4,356
362,10,41,16,ES,60656,592,114,63,10,165,355,43,2,0,1,Level 1+,4,60,28,27,5,19,0,0.0,356
363,10,41,16,ES,60656,592,114,63,10,165,355,43,2,0,1,Level 1+,4,9,5,4,0,2,0,0.0,356
364,10,41,16,ES,60656,592,114,63,10,165,355,43,2,0,1,Level 1+,4,2,0,1,1,0,0,0.0,356
365,10,41,16,ES,60656,592,114,63,10,165,355,43,2,0,1,Level 1+,4,62,58,3,1,5,1,1.6,356
366,42,20,3,ES,60637,438,322,73,422,8,3,2,0,0,0,Level 2+,2,100,10,55,35,79,5,5.0,1723
367,42,20,3,ES,60637,438,322,73,422,8,3,2,0,0,0,Level 2+,2,53,17,19,17,32,7,13.2,1723
368,42,20,3,ES,60637,438,322,73,422,8,3,2,0,0,0,Level 2+,2,100,50,43,7,10,1,1.0,1723
369,42,20,3,ES,60637,438,322,73,422,8,3,2,0,0,0,Level 2+,2,99,47,41,11,31,5,5.1,1723
370,42,20,3,ES,60637,438,322,73,422,8,3,2,0,0,0,Level 2+,2,59,23,31,5,46,1,1.7,1723
371,42,20,3,ES,60637,438,322,73,422,8,3,2,0,0,0,Level 2+,2,80,15,52,13,50,11,13.8,1723
372,42,20,3,ES,60637,438,322,73,422,8,3,2,0,0,0,Level 2+,2,26,1,16,9,15,4,15.4,1723
373,42,20,3,ES,60637,438,322,73,422,8,3,2,0,0,0,Level 2+,2,3,0,0,3,0,0,0.0,1723
374,42,20,3,ES,60637,438,322,73,422,8,3,2,0,0,0,Level 2+,2,43,11,29,3,24,1,2.3,1723
375,51,10,4,ES,60617,638,500,110,59,559,13,0,4,0,0,Level 1,2,45,4,32,9,47,2,4.4,1723
376,51,10,4,ES,60617,638,500,110,59,559,13,0,4,0,0,Level 1,2,55,15,37,3,22,0,0.0,1723
377,51,10,4,ES,60617,638,500,110,59,559,13,0,4,0,0,Level 1,2,62,17,39,6,32,3,4.8,1723
378,51,10,4,ES,60617,638,500,110,59,559,13,0,4,0,0,Level 1,2,139,104,31,4,19,0,0.0,1723
379,51,10,4,ES,60617,638,500,110,59,559,13,0,4,0,0,Level 1,2,113,93,16,4,8,0,0.0,1723
380,51,10,4,ES,60617,638,500,110,59,559,13,0,4,0,0,Level 1,2,111,86,24,1,7,2,1.8,1723
381,51,10,4,ES,60617,638,500,110,59,559,13,0,4,0,0,Level 1,2,4,0,3,1,1,0,0.0,1723
382,51,10,4,ES,60617,638,500,110,59,559,13,0,4,0,0,Level 1,2,16,7,8,1,9,0,0.0,1723
383,30,22,10,HS,60623,344,312,79,5,336,2,0,0,0,0,Level 1,2,71,36,28,7,48,2,2.8,1723
384,30,22,10,HS,60623,344,312,79,5,336,2,0,0,0,0,Level 1,2,43,15,27,1,18,3,7.0,1723
385,30,22,10,HS,60623,344,312,79,5,336,2,0,0,0,0,Level 1,2,36,20,16,0,17,2,5.6,1723
386,30,22,10,HS,60623,344,312,79,5,336,2,0,0,0,0,Level 1,2,28,10,16,2,29,2,7.1,1723
387,30,22,10,HS,60623,344,312,79,5,336,2,0,0,0,0,Level 1,2,38,7,23,8,37,0,0.0,1723
388,30,22,10,HS,60623,344,312,79,5,336,2,0,0,0,0,Level 1,2,62,20,31,11,63,0,0.0,1723
389,30,22,10,HS,60623,344,312,79,5,336,2,0,0,0,0,Level 1,2,17,0,11,6,16,2,11.8,1723
390,30,22,10,HS,60623,344,312,79,5,336,2,0,0,0,0,Level 1,2,5,3,2,0,0,0,0.0,1723
391,30,22,10,HS,60623,344,312,79,5,336,2,0,0,0,0,Level 1,2,20,6,11,3,9,2,10.0,1723
392,60,11,9,ES,60608,248,181,35,29,178,21,10,1,0,1,Level 1,3,9,0,9,0,7,0,0.0,1288
393,60,11,9,ES,60608,248,181,35,29,178,21,10,1,0,1,Level 1,3,11,2,8,1,10,1,9.1,1288
394,60,11,9,ES,60608,248,181,35,29,178,21,10,1,0,1,Level 1,3,6,1,5,0,6,0,0.0,1288
395,60,11,9,ES,60608,248,181,35,29,178,21,10,1,0,1,Level 1,3,14,0,10,4,14,1,7.1,1288
396,60,11,9,ES,60608,248,181,35,29,178,21,10,1,0,1,Level 1,3,16,5,10,1,12,0,0.0,1288
397,60,11,9,ES,60608,248,181,35,29,178,21,10,1,0,1,Level 1,3,24,12,8,4,12,3,12.5,1288
398,60,11,9,ES,60608,248,181,35,29,178,21,10,1,0,1,Level 1,3,19,8,11,0,7,3,15.8,1288
399,60,11,9,ES,60608,248,181,35,29,178,21,10,1,0,1,Level 1,3,10,2,8,0,0,0,0.0,1288
400,60,11,9,ES,60608,248,181,35,29,178,21,10,1,0,1,Level 1,3,49,31,18,0,10,1,2.0,1288
401,67,17,7,ES,60636,339,274,31,287,51,1,0,0,0,0,Level 2,2,220,25,165,30,160,1,0.5,1723
402,67,17,7,ES,60636,339,274,31,287,51,1,0,0,0,0,Level 2,2,590,354,219,17,77,0,0.0,1723
403,67,17,7,ES,60636,339,274,31,287,51,1,0,0,0,0,Level 2,2,142,14,115,13,106,0,0.0,1723
404,67,17,7,ES,60636,339,274,31,287,51,1,0,0,0,0,Level 2,2,108,6,81,21,96,0,0.0,1723
405,67,17,7,ES,60636,339,274,31,287,51,1,0,0,0,0,Level 2,2,150,39,93,18,83,1,0.7,1723
406,67,17,7,ES,60636,339,274,31,287,51,1,0,0,0,0,Level 2,2,221,46,147,28,120,2,0.9,1723
407,67,17,7,ES,60636,339,274,31,287,51,1,0,0,0,0,Level 2,2,100,29,52,19,24,9,9.0,1723
408,67,17,7,ES,60636,339,274,31,287,51,1,0,0,0,0,Level 2,2,6,5,0,1,0,0,0.0,1723
409,67,17,7,ES,60636,339,274,31,287,51,1,0,0,0,0,Level 2,2,32,11,16,5,1,0,0.0,1723
410,28,2,12,ES,60607,453,163,49,144,143,52,90,1,0,0,Level 1+,3,14,9,4,1,4,1,7.1,1288
411,28,2,12,ES,60607,453,163,49,144,143,52,90,1,0,0,Level 1+,3,30,17,10,3,9,0,0.0,1288
412,28,2,12,ES,60607,453,163,49,144,143,52,90,1,0,0,Level 1+,3,37,24,11,2,11,1,2.7,1288
413,28,2,12,ES,60607,453,163,49,144,143,52,90,1,0,0,Level 1+,3,47,14,33,0,7,0,0.0,1288
414,28,2,12,ES,60607,453,163,49,144,143,52,90,1,0,0,Level 1+,3,61,19,38,4,15,0,0.0,1288
415,28,2,12,ES,60607,453,163,49,144,143,52,90,1,0,0,Level 1+,3,2,0,1,1,1,1,50.0,1288
416,28,2,12,ES,60607,453,163,49,144,143,52,90,1,0,0,Level 1+,3,6,2,1,3,0,0,0.0,1288
417,28,2,12,ES,60607,453,163,49,144,143,52,90,1,0,0,Level 1+,3,89,53,33,3,46,2,2.2,1288
418,28,2,12,ES,60607,453,163,49,144,143,52,90,1,0,0,Level 1+,3,40,22,18,0,19,0,0.0,1288
419,52,10,4,ES,60617,552,400,59,17,517,18,0,0,0,0,Level 1,3,12,1,9,2,10,0,0.0,1288
420,52,10,4,ES,60617,552,400,59,17,517,18,0,0,0,0,Level 1,3,24,4,17,3,8,0,0.0,1288
421,52,10,4,ES,60617,552,400,59,17,517,18,0,0,0,0,Level 1,3,19,4,12,3,15,2,10.5,1288
422,52,10,4,ES,60617,552,400,59,17,517,18,0,0,0,0,Level 1,3,3,2,0,1,2,0,0.0,1288
423,52,10,4,ES,60617,552,400,59,17,517,18,0,0,0,0,Level 1,3,16,3,9,4,8,3,18.8,1288
424,52,10,4,ES,60617,552,400,59,17,517,18,0,0,0,0,Level 1,3,39,8,27,4,22,1,2.6,1288
425,52,10,4,ES,60617,552,400,59,17,517,18,0,0,0,0,Level 1,3,25,14,11,0,6,6,24.0,1288
426,52,10,4,ES,60617,552,400,59,17,517,18,0,0,0,0,Level 1,3,40,16,18,6,16,0,0.0,1288
427,30,22,10,HS,60623,248,222,54,45,201,1,0,1,0,0,Level 2+,1,257,168,79,10,243,2,0.8,289
428,30,22,10,HS,60623,248,222,54,45,201,1,0,1,0,0,Level 2+,1,30,2,19,9,29,3,10.0,289
429,30,22,10,HS,60623,248,222,54,45,201,1,0,1,0,0,Level 2+,1,286,128,122,36,106,20,7.0,289
430,30,22,10,HS,60623,248,222,54,45,201,1,0,1,0,0,Level 2+,1,24,4,12,8,20,5,20.8,289
431,30,22,10,HS,60623,248,222,54,45,201,1,0,1,0,0,Level 2+,1,37,5,22,10,32,7,18.9,289
432,30,22,10,HS,60623,248,222,54,45,201,1,0,1,0,0,Level 2+,1,99,67,27,5,73,3,3.0,289
433,30,22,10,HS,60623,248,222,54,45,201,1,0,1,0,0,Level 2+,1,166,81,63,22,53,1,0.6,289
434,30,22,10,HS,60623,248,222,54,45,201,1,0,1,0,0,Level 2+,1,244,172,57,15,58,2,0.8,289
435,30,22,10,HS,60623,248,222,54,45,201,1,0,1,0,0,Level 2+,1,6,3,0,3,0,1,16.7,289
436,49,34,22,ES,60628,442,378,67,419,21,1,0,0,0,1,Level 1,2,52,4,41,7,50,8,15.4,1723
437,49,34,22,ES,60628,442,378,67,419,21,1,0,0,0,1,Level 1,2,137,90,44,3,24,3,2.2,1723
438,49,34,22,ES,60628,442,378,67,419,21,1,0,0,0,1,Level 1,2,63,41,14,8,20,6,9.5,1723
439,49,34,22,ES,60628,442,378,67,419,21,1,0,0,0,1,Level 1,2,68,46,20,2,24,7,10.3,1723
440,49,34,22,ES,60628,442,378,67,419,21,1,0,0,0,1,Level 1,2,50,23,22,5,16,6,12.0,1723
441,49,34,22,ES,60628,442,378,67,419,21,1,0,0,0,1,Level 1,2,26,12,10,4,5,0,0.0,1723
442,49,34,22,ES,60628,442,378,67,419,21,1,0,0,0,1,Level 1,2,33,23,8,2,6,2,6.1,1723
443,49,34,22,ES,60628,442,378,67,419,21,1,0,0,0,1,Level 1,2,1,1,0,0,0,0,0.0,1723
444,49,34,22,ES,60628,442,378,67,419,21,1,0,0,0,1,Level 1,2,37,24,9,4,4,2,5.4,1723
445,2,50,24,ES,60645,1253,952,148,348,473,110,280,7,0,0,Level 1+,3,68,11,56,1,40,0,0.0,1288
446,2,50,24,ES,60645,1253,952,148,348,473,110,280,7,0,0,Level 1+,3,82,12,66,4,33,0,0.0,1288
447,2,50,24,ES,60645,1253,952,148,348,473,110,280,7,0,0,Level 1+,3,70,18,46,6,32,2,2.9,1288
448,2,50,24,ES,60645,1253,952,148,348,473,110,280,7,0,0,Level 1+,3,123,52,65,6,49,2,1.6,1288
449,2,50,24,ES,60645,1253,952,148,348,473,110,280,7,0,0,Level 1+,3,38,2,35,1,16,1,2.6,1288
450,2,50,24,ES,60645,1253,952,148,348,473,110,280,7,0,0,Level 1+,3,3,1,0,2,2,1,33.3,1288
451,2,50,24,ES,60645,1253,952,148,348,473,110,280,7,0,0,Level 1+,3,34,10,23,1,6,1,2.9,1288
452,2,50,24,ES,60645,1253,952,148,348,473,110,280,7,0,0,Level 1+,3,119,6,111,2,111,1,0.8,1288
